date,open,high,low,close,adjclose,volume,signal,action,position,shares_held,entry_price,cash,portfolio_value,cummax,drawdown,daily_returns
2021-01-19,378.34,379.23,376.75,378.65,353.46,51233300,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,
2021-01-20,381.11,384.79,380.69,383.89,358.35,61836100,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-01-21,384.49,384.95,383.25,384.24,358.68,47840100,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-01-22,382.25,384.13,381.84,382.88,357.41,52860500,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-01-25,383.67,384.77,378.46,384.39,358.82,70402000,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-01-26,385.41,385.85,383.54,383.79,358.26,42665300,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-01-27,380.22,380.32,372.01,374.41,349.5,123351100,-1,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-01-28,376.36,381.93,375.89,377.63,352.51,94198100,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-01-29,375.63,376.67,368.27,370.07,345.45,126765100,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-02-01,373.72,377.34,370.38,376.23,351.2,75817600,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-02-02,379.65,383.22,376.32,381.55,356.17,64450700,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-02-03,382.44,383.7,380.48,381.85,356.45,52427100,0,HOLD,0,0,,100000.0,100000.0,100000.0,0.0,0.0
2021-02-04,382.96,386.24,381.97,386.19,360.5,47142600,1,BUY,1,258,386.19,362.9799999999959,100000.0,100000.0,0.0,0.0
2021-02-05,388.2,388.47,386.14,387.71,361.92,48669800,0,HOLD,1,258,,362.9799999999959,100392.15999999999,100392.15999999999,0.0,0.0039215999999999696
2021-02-08,389.27,390.56,388.35,390.51,364.53,38365200,0,HOLD,1,258,,362.9799999999959,101114.56,101114.56,0.0,0.007195781025131964
2021-02-09,389.61,390.89,389.17,390.25,364.29,35551100,0,HOLD,1,258,,362.9799999999959,101047.48,101114.56,-0.06634059427247842,-0.0006634059427247374
2021-02-10,392.12,392.28,387.5,390.08,364.13,59154400,0,HOLD,1,258,,362.9799999999959,101003.62,101114.56,-0.10971713668140605,-0.0004340533776795441
2021-02-11,391.24,391.69,388.1,390.71,364.72,42913300,0,HOLD,1,258,,362.9799999999959,101166.15999999999,101166.15999999999,0.0,0.001609249252650491
2021-02-12,389.85,392.9,389.77,392.64,366.52,50593300,0,HOLD,1,258,,362.9799999999959,101664.09999999999,101664.09999999999,0.0,0.0049220015863011835
2021-02-16,393.96,394.17,391.53,392.3,366.2,50972400,0,HOLD,1,258,,362.9799999999959,101576.38,101664.09999999999,-0.08628414553415278,-0.0008628414553415453
2021-02-17,390.42,392.66,389.33,392.39,366.29,52290600,0,HOLD,1,258,,362.9799999999959,101599.59999999999,101664.09999999999,-0.06344422465747497,0.00022859645126138695
2021-02-18,389.59,391.52,387.74,390.72,364.73,59712800,0,HOLD,1,258,,362.9799999999959,101168.74,101664.09999999999,-0.48725164536939397,-0.004240764727420077
2021-02-19,392.07,392.38,389.55,390.03,364.08,83241000,0,HOLD,1,258,,362.9799999999959,100990.71999999999,101664.09999999999,-0.6623577054240432,-0.0017596344483485904
2021-02-22,387.06,389.62,386.74,387.03,361.28,67414200,0,HOLD,1,258,,362.9799999999959,100216.71999999999,101664.09999999999,-1.423688401313743,-0.007664070520538968
2021-02-23,384.66,388.95,380.2,387.5,361.72,107284100,-1,SELL,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0012099777362502007
2021-02-24,386.33,392.23,385.27,391.77,365.71,72433900,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-02-25,390.41,391.88,380.78,382.33,356.9,146670500,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-02-26,384.35,385.58,378.23,380.36,355.06,152701600,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-01,385.59,390.92,380.57,389.58,363.66,105348800,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-02,389.82,390.07,386.0,386.54,360.83,79595300,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-03,385.79,386.83,381.31,381.42,356.05,119940200,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-04,381.22,384.0,371.88,376.7,351.64,183433000,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-05,380.46,384.76,372.64,383.63,358.11,152039600,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-08,384.66,387.68,381.42,381.72,356.33,123149200,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-09,385.85,389.91,385.31,387.17,361.41,113633600,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-10,389.69,391.4,388.17,389.58,363.66,109899400,0,HOLD,0,0,,100337.98,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-11,392.23,395.65,391.74,393.53,367.35,86245000,1,BUY,1,254,393.53,381.3600000000006,100337.98,101664.09999999999,-1.3044132589576807,0.0
2021-03-12,392.07,394.21,391.2,394.06,367.85,64653600,0,HOLD,1,254,,381.3600000000006,100472.6,101664.09999999999,-1.1719968012307054,0.0013416654391489313
2021-03-15,394.33,396.69,392.03,396.41,370.04,73427200,0,HOLD,1,254,,381.3600000000006,101069.5,101664.09999999999,-0.5848672245168072,0.0059409231969711485
2021-03-16,397.07,397.83,395.08,395.91,369.57,73722500,0,HOLD,1,254,,381.3600000000006,100942.5,101664.09999999999,-0.7097884110516803,-0.0012565610792573123
2021-03-17,394.53,398.12,393.3,397.26,370.83,97959300,0,HOLD,1,254,,381.3600000000006,101285.4,101664.09999999999,-0.37250120740752846,0.003396983431161349
2021-03-18,394.48,396.72,390.75,391.48,365.44,115349100,0,HOLD,1,254,,381.3600000000006,99817.28,101664.09999999999,-1.8165901237506579,-0.014494882776787121
2021-03-19,389.88,391.57,387.15,389.48,364.76,113624500,0,HOLD,1,254,,381.3600000000006,99309.28,101664.09999999999,-2.3162748698901505,-0.005089299167438721
2021-03-22,390.03,394.07,389.97,392.59,367.67,73778600,0,HOLD,1,254,,381.3600000000006,100099.22,101664.09999999999,-1.5392650896432372,0.007954342232669553
2021-03-23,391.91,393.46,388.66,389.5,364.78,90686600,-1,SELL,0,0,,99314.36,99314.36,101664.09999999999,-2.311278022428754,-0.00784082033806055
2021-03-24,391.0,392.75,387.47,387.52,362.93,97588600,0,HOLD,0,0,,99314.36,99314.36,101664.09999999999,-2.311278022428754,0.0
2021-03-25,385.98,390.55,383.9,389.7,364.97,116128600,0,HOLD,0,0,,99314.36,99314.36,101664.09999999999,-2.311278022428754,0.0
2021-03-26,390.93,396.41,390.29,395.98,370.85,114409100,0,HOLD,0,0,,99314.36,99314.36,101664.09999999999,-2.311278022428754,0.0
2021-03-29,394.4,396.75,392.81,395.78,370.66,108107600,1,BUY,1,250,395.78,369.3600000000006,99314.36,101664.09999999999,-2.311278022428754,0.0
2021-03-30,394.42,395.45,393.02,394.73,369.68,76262200,0,HOLD,1,250,,369.3600000000006,99051.86,101664.09999999999,-2.5694812623138263,-0.002643122303763512
2021-03-31,395.34,398.0,395.31,396.33,371.18,112734200,0,HOLD,1,250,,369.3600000000006,99451.86,101664.09999999999,-2.176028706298478,0.004038288629814701
2021-04-01,398.4,400.67,398.18,400.61,375.18,99682900,0,HOLD,1,250,,369.3600000000006,100521.86,101664.09999999999,-1.1235431189574203,0.010758974241406927
2021-04-05,403.46,406.94,403.38,406.36,380.57,91684800,0,HOLD,1,250,,369.3600000000006,101959.36,101959.36,0.0,0.014300372078272394
2021-04-06,405.76,407.24,405.4,406.12,380.35,62021000,0,HOLD,1,250,,369.3600000000006,101899.36,101959.36,-0.05884697589314017,-0.0005884697589314536
2021-04-07,405.94,406.96,405.45,406.59,380.79,55836300,0,HOLD,1,250,,369.3600000000006,102016.86,102016.86,0.0,0.0011530985081751322
2021-04-08,407.93,408.58,406.93,408.52,382.59,57863100,0,HOLD,1,250,,369.3600000000006,102499.36,102499.36,0.0,0.004729610380088234
2021-04-09,408.39,411.67,408.26,411.49,385.37,61104600,0,HOLD,1,250,,369.3600000000006,103241.86,103241.86,0.0,0.007243947669526962
2021-04-12,410.85,411.93,410.2,411.64,385.51,56704900,0,HOLD,1,250,,369.3600000000006,103279.36,103279.36,0.0,0.00036322476173911156
2021-04-13,411.53,413.53,411.12,412.86,386.66,56551000,0,HOLD,1,250,,369.3600000000006,103584.36,103584.36,0.0,0.0029531554029769147
2021-04-14,412.83,413.96,410.87,411.45,385.34,61659900,0,HOLD,1,250,,369.3600000000006,103231.86,103584.36,-0.3403023390789884,-0.0034030233907899055
2021-04-15,413.74,416.16,413.69,415.87,389.48,60229800,0,HOLD,1,250,,369.3600000000006,104336.86,104336.86,0.0,0.010704059773794627
2021-04-16,417.25,417.91,415.73,417.26,390.78,82037300,0,HOLD,1,250,,369.3600000000006,104684.36,104684.36,0.0,0.0033305583472609257
2021-04-19,416.26,416.74,413.79,415.21,388.86,78498500,0,HOLD,1,250,,369.3600000000006,104171.86,104684.36,-0.4895669228908692,-0.004895669228908717
