date,open,high,low,close,adjclose,volume,signal,action,position,shares_held,entry_price,cash,portfolio_value,cummax,drawdown,daily_returns
2021-04-20,413.91,415.09,410.59,412.17,386.01,81851800,0,HOLD,1,250,,369.3600000000006,103411.86,104684.36,-1.2155588475680608,-0.007295636268758177
2021-04-21,411.51,416.29,411.36,416.07,389.66,66793000,0,HOLD,1,250,,369.3600000000006,104386.86,104684.36,-0.2841876284098217,0.009428318956839155
2021-04-22,415.89,416.78,411.13,412.27,386.1,97582800,0,HOLD,1,250,,369.3600000000006,103436.86,104684.36,-1.191677534256311,-0.00910076229900969
2021-04-23,412.87,418.25,412.79,416.74,390.29,73209200,0,HOLD,1,250,,369.3600000000006,104554.36,104684.36,-0.12418282922109854,0.010803692223449124
2021-04-26,417.44,418.22,416.81,417.61,391.11,52182400,0,HOLD,1,250,,369.3600000000006,104771.86,104771.86,0.0,0.0020802575808411827
2021-04-27,417.93,418.14,416.3,417.52,391.02,51303100,-1,SELL,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,-0.00021475231994549926
2021-04-28,417.81,419.01,416.9,417.4,390.91,51238900,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-04-29,420.32,420.72,416.44,420.06,393.4,78544300,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-04-30,417.63,418.54,416.34,417.3,390.82,85527000,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-03,419.43,419.84,417.67,418.2,391.66,68128300,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-04,416.07,416.6,411.67,415.62,389.24,101591200,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-05,417.38,417.63,415.15,415.75,389.36,60162200,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-06,415.83,419.21,413.68,419.07,392.47,74321400,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-07,419.89,422.82,419.16,422.12,395.33,67733800,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-10,422.5,422.74,417.81,417.94,391.41,81852400,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-11,413.1,415.27,410.06,414.21,387.92,116888000,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-12,411.23,412.59,404.0,405.41,379.68,134811000,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-13,407.07,412.35,407.02,410.28,384.24,106394000,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-14,413.21,417.49,413.18,416.58,390.14,82201600,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-17,415.39,416.39,413.36,415.52,389.15,65129200,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-18,415.8,416.06,411.77,411.94,385.8,59810200,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-19,406.92,411.05,405.33,410.86,384.78,106467100,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-20,411.8,416.63,411.67,415.28,388.92,78022200,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-21,416.87,418.2,414.45,414.94,388.61,76578700,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-24,417.34,420.32,417.08,419.17,392.57,51376700,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-25,420.33,420.71,417.62,418.24,391.7,57451400,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-26,418.87,419.61,417.76,419.07,392.47,43088600,0,HOLD,0,0,,104749.36,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-27,420.17,420.72,418.99,419.29,392.68,56707700,1,BUY,1,249,419.29,346.1499999999942,104749.36,104771.86,-0.0214752319945451,0.0
2021-05-28,420.97,421.25,419.79,420.04,393.38,58520200,0,HOLD,1,249,,346.1499999999942,104936.11,104936.11,0.0,0.001782827121807662
2021-06-01,422.57,422.72,419.2,419.67,393.04,54216600,0,HOLD,1,249,,346.1499999999942,104843.98,104936.11,-0.0877962790882992,-0.0008779627908830356
2021-06-02,420.37,421.23,419.29,420.33,393.65,49097100,0,HOLD,1,249,,346.1499999999942,105008.31999999999,105008.31999999999,0.0,0.0015674719712091
2021-06-03,417.85,419.99,416.28,418.77,392.19,58138800,0,HOLD,1,249,,346.1499999999942,104619.87999999999,105008.31999999999,-0.3699135458980797,-0.003699135458980818
2021-06-04,420.75,422.92,418.84,422.6,395.78,55938800,0,HOLD,1,249,,346.1499999999942,105573.55,105573.55,0.0,0.009115571533823363
2021-06-07,422.59,422.78,421.19,422.19,395.4,51555000,0,HOLD,1,249,,346.1499999999942,105471.45999999999,105573.55,-0.09670035723911061,-0.0009670035723911008
2021-06-08,423.11,423.21,420.32,422.28,395.48,47134300,0,HOLD,1,249,,346.1499999999942,105493.86999999998,105573.55,-0.07547344955248934,0.00021247454050588033
2021-06-09,423.18,423.26,421.41,421.65,394.89,48436300,0,HOLD,1,249,,346.1499999999942,105336.99999999999,105573.55,-0.2240618033589071,-0.001487005832661148
2021-06-10,422.96,424.63,421.55,423.61,396.73,51020100,0,HOLD,1,249,,346.1499999999942,105825.04,105825.04,0.0,0.004633129859403784
2021-06-11,424.2,424.43,422.82,424.31,397.38,45570800,0,HOLD,1,249,,346.1499999999942,105999.34,105999.34,0.0,0.0016470582009702195
2021-06-14,424.43,425.37,423.1,425.26,398.27,42358500,0,HOLD,1,249,,346.1499999999942,106235.88999999998,106235.88999999998,0.0,0.0022316176685628353
2021-06-15,425.42,425.46,423.54,424.48,397.54,51508500,0,HOLD,1,249,,346.1499999999942,106041.67,106235.88999999998,-0.18281957255687004,-0.0018281957255686931
2021-06-16,424.63,424.87,419.92,422.11,395.32,80386100,0,HOLD,1,249,,346.1499999999942,105451.54,106235.88999999998,-0.7383098122489409,-0.005565076445891548
2021-06-17,421.67,423.02,419.32,421.97,395.19,90949700,-1,SELL,0,0,,105416.68000000001,105416.68000000001,106235.88999999998,-0.7711235816822144,-0.00033057838700112363
2021-06-18,417.09,417.83,414.7,414.92,389.86,118676300,0,HOLD,0,0,,105416.68000000001,105416.68000000001,106235.88999999998,-0.7711235816822144,0.0
2021-06-21,416.8,421.06,415.93,420.86,395.44,72822000,0,HOLD,0,0,,105416.68000000001,105416.68000000001,106235.88999999998,-0.7711235816822144,0.0
2021-06-22,420.85,424.0,420.08,423.11,397.55,57700300,0,HOLD,0,0,,105416.68000000001,105416.68000000001,106235.88999999998,-0.7711235816822144,0.0
2021-06-23,423.19,424.05,422.51,422.6,397.07,49445400,0,HOLD,0,0,,105416.68000000001,105416.68000000001,106235.88999999998,-0.7711235816822144,0.0
2021-06-24,424.89,425.55,424.62,425.1,399.42,45110300,0,HOLD,0,0,,105416.68000000001,105416.68000000001,106235.88999999998,-0.7711235816822144,0.0
2021-06-25,425.9,427.09,425.55,426.61,400.84,58129500,1,BUY,1,247,426.61,44.01000000000931,105416.68000000001,106235.88999999998,-0.7711235816822144,0.0
2021-06-28,427.17,427.65,425.89,427.47,401.65,53159600,0,HOLD,1,247,,44.01000000000931,105629.10000000002,106235.88999999998,-0.5711723222725997,0.0020150511285312867
2021-06-29,427.88,428.56,427.13,427.7,401.87,35970500,0,HOLD,1,247,,44.01000000000931,105685.91,106235.88999999998,-0.5176969854537684,0.0005378252773144965
2021-06-30,427.21,428.78,427.18,428.06,402.2,64827900,0,HOLD,1,247,,44.01000000000931,105774.83000000002,106235.88999999998,-0.4339964582590391,0.0008413609723378901
2021-07-01,428.87,430.6,428.8,430.43,404.43,53441000,0,HOLD,1,247,,44.01000000000931,106360.22000000002,106360.22000000002,0.0,0.005534303387677353
2021-07-02,431.67,434.1,430.52,433.72,407.52,57697700,0,HOLD,1,247,,44.01000000000931,107172.85000000002,107172.85000000002,0.0,0.007640356516750435
2021-07-06,433.78,434.01,430.01,432.93,406.78,68710400,0,HOLD,1,247,,44.01000000000931,106977.72000000002,107172.85000000002,-0.18207036576894672,-0.001820703657689493
2021-07-07,433.66,434.76,431.51,434.46,408.22,63549500,0,HOLD,1,247,,44.01000000000931,107355.63,107355.63,0.0,0.0035326047330228594
2021-07-08,428.78,431.73,427.52,430.92,404.89,97595200,0,HOLD,1,247,,44.01000000000931,106481.25000000001,107355.63,-0.814470559205875,-0.00814470559205871
2021-07-09,432.53,435.84,430.71,435.52,409.21,76238600,0,HOLD,1,247,,44.01000000000931,107617.45000000001,107617.45000000001,0.0,0.010670423196572187
2021-07-12,435.43,437.35,434.97,437.08,410.68,52889600,0,HOLD,1,247,,44.01000000000931,108002.77,108002.77,0.0,0.003580460232053273
2021-07-13,436.24,437.84,435.31,435.59,409.28,52911300,0,HOLD,1,247,,44.01000000000931,107634.74,108002.77,-0.3407597786612314,-0.0034075977866122598
2021-07-14,437.4,437.92,434.91,436.24,409.89,64130400,0,HOLD,1,247,,44.01000000000931,107795.29000000001,108002.77,-0.19210618394324136,0.0014916187840467998
2021-07-15,434.81,435.53,432.72,434.75,408.49,55126400,0,HOLD,1,247,,44.01000000000931,107427.26000000001,108002.77,-0.5328659626044727,-0.0034141565925561723
2021-07-16,436.01,436.06,430.92,431.34,405.29,75874700,-1,SELL,0,0,,106584.99,106584.99,108002.77,-1.3127255902788408,-0.00784037496627954
2021-07-19,426.19,431.41,421.97,424.97,399.3,147987000,0,HOLD,0,0,,106584.99,106584.99,108002.77,-1.3127255902788408,0.0
2021-07-20,425.68,432.42,424.83,431.06,405.02,99608200,0,HOLD,0,0,,106584.99,106584.99,108002.77,-1.3127255902788408,0.0
2021-07-21,432.34,434.7,431.01,434.55,408.3,64724400,0,HOLD,0,0,,106584.99,106584.99,108002.77,-1.3127255902788408,0.0
2021-07-22,434.74,435.72,433.69,435.46,409.16,47878500,0,HOLD,0,0,,106584.99,106584.99,108002.77,-1.3127255902788408,0.0
2021-07-23,437.52,440.3,436.79,439.94,413.37,63766600,1,BUY,1,242,439.94,119.51000000000931,106584.99,108002.77,-1.3127255902788408,0.0
2021-07-26,439.31,441.03,439.26,441.02,414.38,43719200,0,HOLD,1,242,,119.51000000000931,106846.35,108002.77,-1.070731796971502,0.00245212764011149
2021-07-27,439.91,439.94,435.99,439.01,412.49,67397100,0,HOLD,1,242,,119.51000000000931,106359.93000000001,108002.77,-1.5211091345157133,-0.004552518640084546
2021-07-28,439.68,440.3,437.31,438.83,412.32,52472400,0,HOLD,1,242,,119.51000000000931,106316.37000000001,108002.77,-1.5614414334002675,-0.00040955273287601734
2021-07-29,439.82,441.8,439.81,440.65,414.03,47435300,0,HOLD,1,242,,119.51000000000931,106756.81,108002.77,-1.1536370780119864,0.004142729854301752
2021-07-30,437.91,440.06,437.77,438.51,412.02,68951200,0,HOLD,1,242,,119.51000000000931,106238.93000000001,108002.77,-1.6331432980839253,-0.00485102542872895
2021-08-02,440.34,440.93,437.21,437.59,411.16,58783300,-1,SELL,0,0,,106016.29000000001,106016.29000000001,108002.77,-1.8392861590494354,-0.002095653636571826
2021-08-03,438.44,441.28,436.1,441.15,414.5,58053900,1,BUY,1,240,441.15,140.29000000000815,106016.29000000001,108002.77,-1.8392861590494354,0.0
2021-08-04,439.78,441.12,438.73,438.98,412.46,46732200,-1,SELL,0,0,,105495.49000000002,105495.49000000002,108002.77,-2.3214960134818616,-0.004912452605160822
2021-08-05,440.22,441.85,439.88,441.76,415.08,38969700,0,HOLD,0,0,,105495.49000000002,105495.49000000002,108002.77,-2.3214960134818616,0.0
2021-08-06,442.1,442.94,441.8,442.49,415.76,46930000,1,BUY,1,238,442.49,182.87000000002445,105495.49000000002,108002.77,-2.3214960134818616,0.0
2021-08-09,442.46,442.8,441.31,442.13,415.42,41222600,0,HOLD,1,238,,182.87000000002445,105409.81000000003,108002.77,-2.4008273121142882,-0.0008121674206166274
2021-08-10,442.61,443.44,441.88,442.68,415.94,43339300,0,HOLD,1,238,,182.87000000002445,105540.71000000002,108002.77,-2.2796267169814097,0.0012418199027206533
2021-08-11,443.82,443.88,442.62,443.78,416.97,44034300,0,HOLD,1,238,,182.87000000002445,105802.51000000002,108002.77,-2.037225526715639,0.0024805593974117635
2021-08-12,443.62,445.26,442.66,445.11,418.22,38909400,0,HOLD,1,238,,182.87000000002445,106119.05000000003,108002.77,-1.7441404512124752,0.002991800478079565
2021-08-13,445.59,445.94,445.07,445.92,418.99,39470300,0,HOLD,1,238,,182.87000000002445,106311.83000000003,108002.77,-1.5656450292895017,0.0018166389540803518
2021-08-16,444.53,447.11,442.87,446.97,419.97,73740000,0,HOLD,1,238,,182.87000000002445,106561.73000000003,108002.77,-1.3342620749449101,0.0023506320980457573
2021-08-17,444.24,444.96,440.85,444.04,417.22,92673900,0,HOLD,1,238,,182.87000000002445,105864.39000000003,108002.77,-1.9799306999255442,-0.006544000364858915
2021-08-18,442.96,444.63,438.92,439.18,412.65,89351900,-1,SELL,0,0,,104707.71000000002,104707.71000000002,108002.77,-3.0509032314633995,-0.010926053604994101
2021-08-19,436.27,441.14,436.12,439.86,413.29,92812200,0,HOLD,0,0,,104707.71000000002,104707.71000000002,108002.77,-3.0509032314633995,0.0
2021-08-20,440.23,443.71,439.71,443.36,416.58,72008700,0,HOLD,0,0,,104707.71000000002,104707.71000000002,108002.77,-3.0509032314633995,0.0
2021-08-23,445.16,448.23,443.44,447.26,420.24,54973000,0,HOLD,0,0,,104707.71000000002,104707.71000000002,108002.77,-3.0509032314633995,0.0
2021-08-24,447.97,448.54,447.42,447.97,420.91,38744700,0,HOLD,0,0,,104707.71000000002,104707.71000000002,108002.77,-3.0509032314633995,0.0
2021-08-25,448.17,449.46,447.77,448.91,421.79,40529700,1,BUY,1,233,448.91,111.68000000002212,104707.71000000002,108002.77,-3.0509032314633995,0.0
2021-08-26,448.61,448.86,446.16,446.26,419.3,57829600,-1,SELL,0,0,,104090.26000000002,104090.26000000002,108002.77,-3.6226015314236664,-0.005896891451450892
2021-08-27,447.12,450.65,447.06,450.25,423.05,77235100,1,BUY,1,231,450.25,82.51000000002387,104090.26000000002,108002.77,-3.6226015314236664,0.0
2021-08-30,450.97,453.07,450.71,452.23,424.91,48357400,0,HOLD,1,231,,82.51000000002387,104547.64000000003,108002.77,-3.1991123931358203,0.004394071068705152
2021-08-31,452.13,452.49,450.92,451.56,424.28,59300200,0,HOLD,1,231,,82.51000000002387,104392.87000000002,108002.77,-3.3424142732635276,-0.0014803777493208603
2021-09-01,452.56,453.11,451.55,451.8,424.51,48721400,0,HOLD,1,231,,82.51000000002387,104448.31000000003,108002.77,-3.291082256501363,0.0005310707522458991
2021-09-02,453.32,454.05,451.91,453.19,425.82,42501000,0,HOLD,1,231,,82.51000000002387,104769.40000000002,108002.77,-2.993784326087174,0.0030741521811123995
2021-09-03,451.98,453.63,451.55,453.08,425.71,47170500,0,HOLD,1,231,,82.51000000002387,104743.99000000002,108002.77,-3.017311500436502,-0.00024253264789153572
2021-09-07,452.71,452.81,450.74,451.46,424.19,51671500,0,HOLD,1,231,,82.51000000002387,104369.77000000002,108002.77,-3.3638026135811008,-0.0035727109498120413
2021-09-08,450.89,451.67,448.86,450.91,423.67,56181900,-1,SELL,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,-0.001217306505513882
2021-09-09,450.7,452.57,448.72,448.98,421.86,57970400,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-10,451.04,451.49,445.31,445.44,418.53,89948200,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-13,448.64,448.92,444.11,446.58,419.61,83738600,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-14,448.12,448.34,443.22,444.17,417.34,78197100,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-15,444.62,448.41,443.44,447.88,420.83,78792200,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-16,447.32,448.36,444.02,447.17,420.16,77786700,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-17,444.92,445.37,441.02,441.4,416.07,118425000,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-20,434.88,436.56,428.86,434.04,409.13,166445500,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-21,436.53,437.91,433.07,433.63,408.74,92526100,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-22,436.05,440.03,433.75,437.86,412.73,102350100,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-23,439.85,444.89,439.6,443.18,417.74,76396000,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-24,441.44,444.67,441.21,443.91,418.43,62094800,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-27,442.81,444.05,441.9,442.64,417.24,61371100,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-28,439.69,440.04,432.94,433.72,408.83,130436300,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
2021-09-29,435.19,437.04,433.85,434.45,409.52,82329200,0,HOLD,0,0,,104242.72000000003,104242.72000000003,108002.77,-3.4814384853277134,0.0
