date,open,high,low,close,adjclose,volume
"Jun 12, 2024",541.63,544.12,540.30,541.36,529.94,63251300
"Jun 11, 2024",534.07,537.01,532.05,536.95,525.62,36383400
"Jun 10, 2024",533.18,535.99,532.57,535.66,524.36,35686100
"Jun 7, 2024",533.66,536.89,532.54,534.01,522.75,43224500
"Jun 6, 2024",534.98,535.42,532.68,534.66,523.38,30808500
"Jun 5, 2024",530.77,534.69,528.73,534.67,523.39,47610400
"Jun 4, 2024",526.46,529.15,524.96,528.39,517.24,34632700
"Jun 3, 2024",529.02,529.31,522.60,527.80,516.67,46835700
"May 31, 2024",523.59,527.50,518.36,527.37,516.25,90785800
"May 30, 2024",524.52,525.20,521.33,522.61,511.59,46377600
"May 29, 2024",525.68,527.31,525.37,526.10,515.00,45190300
"May 28, 2024",530.27,530.51,527.11,529.81,518.63,36269600
"May 24, 2024",527.85,530.27,526.88,529.44,518.27,41291100
"May 23, 2024",532.96,533.07,524.72,525.96,514.87,57211200
"May 22, 2024",530.65,531.38,527.60,529.83,518.65,48390000
"May 21, 2024",529.28,531.52,529.07,531.36,520.15,33437000
"May 20, 2024",529.57,531.56,529.17,530.06,518.88,37764200
"May 17, 2024",528.81,529.52,527.32,529.45,518.28,59187600
"May 16, 2024",529.88,531.52,528.54,528.69,517.54,50244800
"May 15, 2024",525.83,530.08,525.18,529.78,518.61,59504900
"May 14, 2024",521.11,523.83,520.56,523.30,512.26,57535900
"May 13, 2024",522.56,522.67,519.74,520.91,509.92,36716400
"May 10, 2024",521.81,522.64,519.59,520.84,509.85,52233200
"May 9, 2024",517.38,520.21,516.71,520.17,509.20,43643700
"May 8, 2024",515.26,517.74,515.14,517.19,506.28,42047200
"May 7, 2024",517.56,518.57,516.45,517.14,506.23,52561300
"May 6, 2024",513.75,516.61,513.30,516.57,505.67,47264700
"May 3, 2024",511.16,512.55,508.56,511.29,500.51,72756700
"May 2, 2024",504.15,505.89,499.55,505.03,494.38,62550200
"May 1, 2024",501.38,508.19,499.87,500.35,489.80,80242800
"Apr 30, 2024",508.56,509.56,501.98,501.98,491.39,77483600
"Apr 29, 2024",510.09,510.75,507.25,510.06,499.30,46415400
"Apr 26, 2024",506.35,509.88,505.70,508.26,497.54,64306100
"Apr 25, 2024",499.18,504.27,497.49,503.49,492.87,69122400
"Apr 24, 2024",506.56,507.37,503.13,505.41,494.75,55928100
"Apr 23, 2024",501.78,506.09,499.53,505.65,494.98,64633600
"Apr 22, 2024",497.83,502.38,495.43,499.72,489.18,67961000
"Apr 19, 2024",499.44,500.46,493.86,495.16,484.72,102212600
"Apr 18, 2024",501.98,504.13,498.56,499.52,488.98,74548100
"Apr 17, 2024",506.05,506.22,499.12,500.55,489.99,75910300
"Apr 16, 2024",504.94,506.50,502.21,503.53,492.91,73484000
"Apr 15, 2024",515.13,515.30,503.58,504.45,493.81,92101400
"Apr 12, 2024",514.37,515.82,509.08,510.85,500.07,92561100
"Apr 11, 2024",515.68,519.48,512.08,518.00,507.07,70099000
"Apr 10, 2024",513.48,516.16,512.09,514.12,503.28,82652800
"Apr 9, 2024",520.50,520.75,514.35,519.32,508.37,68049200
"Apr 8, 2024",519.15,520.18,517.89,518.72,507.78,48401800
"Apr 5, 2024",514.46,520.44,514.01,518.43,507.49,74546500
"Apr 4, 2024",523.52,523.87,512.76,513.07,502.25,96858100
"Apr 3, 2024",517.72,520.95,517.67,519.41,508.45,59155800
"Apr 2, 2024",518.24,518.98,516.48,518.84,507.90,74230300
"Apr 1, 2024",523.83,524.38,520.97,522.16,511.15,62477500
"Mar 28, 2024",523.21,524.61,522.78,523.07,512.04,96294900
"Mar 27, 2024",521.71,523.21,519.49,523.17,512.13,82999800
"Mar 26, 2024",521.23,521.58,518.40,518.81,507.87,65463700
"Mar 25, 2024",519.80,520.95,519.61,519.77,508.81,48512100
"Mar 22, 2024",522.11,522.61,520.97,521.21,510.22,79070800
"Mar 21, 2024",523.39,524.11,521.91,522.20,511.19,60256100
"Mar 20, 2024",515.77,520.62,515.08,520.48,509.50,69594600
"Mar 19, 2024",512.15,516.00,511.12,515.71,504.83,60755300
"Mar 18, 2024",514.00,515.48,512.44,512.86,502.04,88893300
"Mar 15, 2024",510.21,511.70,508.12,509.83,499.08,107646300
"Mar 14, 2024",516.97,517.13,511.82,514.95,502.53,110171800
"Mar 13, 2024",517.11,517.29,514.49,515.97,503.52,55104100
"Mar 12, 2024",513.45,517.38,510.86,516.78,504.31,73114400
"Mar 11, 2024",510.48,511.88,508.50,511.28,498.95,62557200
"Mar 8, 2024",515.46,518.22,511.13,511.72,499.37,86532500
"Mar 7, 2024",513.14,515.89,509.81,514.81,502.39,58652100
"Mar 6, 2024",510.55,512.07,508.42,509.75,497.45,68382400
"Mar 5, 2024",510.24,510.70,504.91,507.18,494.94,72855600
"Mar 4, 2024",512.03,514.20,512.00,512.30,499.94,49799300
"Mar 1, 2024",508.98,513.29,508.56,512.85,500.48,76844800
"Feb 29, 2024",508.07,509.74,505.35,508.08,495.82,83924800
"Feb 28, 2024",505.33,506.86,504.96,506.26,494.05,56506600
"Feb 27, 2024",506.70,507.16,504.75,506.93,494.70,48854500
"Feb 26, 2024",508.30,508.75,505.86,505.99,493.78,50386700
"Feb 23, 2024",509.27,510.13,507.10,507.85,495.60,61321800
"Feb 22, 2024",504.01,508.49,503.02,507.50,495.26,76402500
"Feb 21, 2024",495.42,497.37,493.56,497.21,485.21,59293400
"Feb 20, 2024",497.72,498.41,494.45,496.76,484.78,71736700
"Feb 16, 2024",501.70,502.87,498.75,499.51,487.46,75532900
"Feb 15, 2024",499.29,502.20,498.80,502.01,489.90,61683000
"Feb 14, 2024",496.79,499.07,494.40,498.57,486.54,68387800
"Feb 13, 2024",494.53,497.09,490.72,494.08,482.16,113099200
"Feb 12, 2024",501.17,503.50,500.24,500.98,488.89,56502300
"Feb 9, 2024",498.84,501.65,498.49,501.20,489.11,63979400
"Feb 8, 2024",498.10,498.71,497.26,498.32,486.30,52343600
"Feb 7, 2024",496.29,498.53,495.36,498.10,486.08,70556500
"Feb 6, 2024",493.52,494.32,492.05,493.98,482.06,55918600
"Feb 5, 2024",493.70,494.38,490.23,492.55,480.67,75757100
"Feb 2, 2024",489.65,496.05,489.30,494.35,482.42,99228200
"Feb 1, 2024",484.63,489.23,483.80,489.20,477.40,91891600
"Jan 31, 2024",488.62,489.08,482.86,482.88,471.23,126011100
"Jan 30, 2024",490.56,491.62,490.11,490.89,479.05,58618400
"Jan 29, 2024",487.73,491.42,487.17,491.27,479.42,61322800
"Jan 26, 2024",487.59,489.12,486.54,487.41,475.65,76641600
"Jan 25, 2024",487.58,488.31,485.39,488.03,476.26,72525000
"Jan 24, 2024",487.81,488.77,484.88,485.39,473.68,81765000
"Jan 23, 2024",484.01,485.11,482.89,484.86,473.16,49945300
"Jan 22, 2024",484.01,485.22,482.78,483.45,471.79,75844900
"Jan 19, 2024",477.65,482.72,476.54,482.43,470.79,110834500
"Jan 18, 2024",474.01,477.06,472.42,476.49,464.99,91856200
"Jan 17, 2024",471.82,472.79,469.87,472.29,460.90,68843900
"Jan 16, 2024",475.26,476.61,473.06,474.93,463.47,85014900
"Jan 12, 2024",477.84,478.60,475.23,476.68,465.18,58026400
"Jan 11, 2024",477.59,478.12,472.26,476.35,464.86,77940700
"Jan 10, 2024",474.16,477.45,473.87,476.56,465.06,67310600
"Jan 9, 2024",471.87,474.93,471.35,473.88,462.45,65931400
"Jan 8, 2024",468.43,474.75,468.30,474.60,463.15,74879100
"Jan 5, 2024",467.49,470.44,466.43,467.92,456.63,86118900
"Jan 4, 2024",468.30,470.96,467.05,467.28,456.01,84232200
"Jan 3, 2024",470.43,471.19,468.17,468.79,457.48,103585900
"Jan 2, 2024",472.16,473.67,470.49,472.65,461.25,123623700
"Dec 29, 2023",476.49,477.03,473.30,475.31,463.84,122283100
"Dec 28, 2023",476.88,477.55,476.26,476.69,465.19,77158100
"Dec 27, 2023",475.44,476.66,474.89,476.51,465.01,68000300
"Dec 26, 2023",474.07,476.58,473.99,475.65,464.18,55387000
"Dec 22, 2023",473.86,475.38,471.70,473.65,462.22,67160400
"Dec 21, 2023",471.33,472.98,468.84,472.70,461.30,86667500
"Dec 20, 2023",473.96,475.90,467.82,468.26,456.96,102921000
"Dec 19, 2023",472.53,474.92,472.45,474.84,463.38,55761800
"Dec 18, 2023",470.98,472.98,469.89,471.97,460.58,70375300
"Dec 15, 2023",469.49,470.70,467.43,469.33,458.01,141553700
"Dec 14, 2023",472.50,473.73,469.25,472.01,458.76,119026000
"Dec 13, 2023",464.49,470.76,464.12,470.50,457.30,93278000
"Dec 12, 2023",461.63,464.20,460.60,464.10,451.07,68327600
"Dec 11, 2023",459.69,462.17,459.47,461.99,449.02,65002200
"Dec 8, 2023",457.46,460.75,457.21,460.20,447.28,83194400
"Dec 7, 2023",456.91,458.90,456.29,458.23,445.37,66995400
"Dec 6, 2023",458.81,458.84,454.31,454.76,442.00,69124700
"Dec 5, 2023",455.26,457.59,454.87,456.60,443.79,69793500
"Dec 4, 2023",455.60,459.12,454.34,456.69,443.87,72430900
"Dec 1, 2023",455.77,459.65,455.16,459.10,446.22,89183400
"Nov 30, 2023",455.48,456.76,453.34,456.40,443.59,79752700
"Nov 29, 2023",457.15,458.32,454.20,454.61,441.85,63146000
"Nov 28, 2023",454.08,456.27,453.50,454.93,442.16,62115000
"Nov 27, 2023",454.65,455.49,454.08,454.48,441.72,50506000
"Nov 24, 2023",455.07,455.50,454.73,455.30,442.52,29737400
"Nov 22, 2023",454.98,456.38,453.89,455.02,442.25,59394900
"Nov 21, 2023",453.18,454.13,451.96,453.27,440.55,49244600
"Nov 20, 2023",450.53,455.13,450.52,454.26,441.51,69936200
"Nov 17, 2023",450.24,451.42,449.29,450.79,438.14,83133200
"Nov 16, 2023",449.22,450.56,448.12,450.23,437.59,66665800
"Nov 15, 2023",450.11,451.38,448.80,449.68,437.06,77327600
"Nov 14, 2023",446.32,450.06,446.09,448.73,436.14,97176900
"Nov 13, 2023",439.23,441.33,438.42,440.19,427.84,52236100
"Nov 10, 2023",435.98,440.93,433.83,440.61,428.24,89462200
"Nov 9, 2023",438.43,438.47,433.40,433.84,421.66,83174400
"Nov 8, 2023",437.55,438.09,434.87,437.25,424.98,61746000
"Nov 7, 2023",435.69,437.59,434.51,436.93,424.67,64256100
"Nov 6, 2023",435.47,436.15,433.68,435.69,423.46,67831700
"Nov 3, 2023",433.14,436.29,433.01,434.69,422.49,100167800
"Nov 2, 2023",426.58,430.92,426.56,430.76,418.67,94938900
"Nov 1, 2023",419.20,423.50,418.65,422.66,410.80,98068100
"Oct 31, 2023",416.18,418.53,414.21,418.20,406.46,79665200
"Oct 30, 2023",413.56,416.68,412.22,415.59,403.93,86562700
"Oct 27, 2023",414.19,414.60,409.21,410.68,399.15,107367700
"Oct 26, 2023",416.45,417.33,411.60,412.55,400.97,115156800
"Oct 25, 2023",421.89,421.92,417.02,417.55,405.83,94223200
"Oct 24, 2023",422.65,424.82,420.74,423.63,411.74,78564200
"Oct 23, 2023",419.61,424.45,417.80,420.46,408.66,92035100
"Oct 20, 2023",425.98,426.54,421.08,421.19,409.37,123919900
"Oct 19, 2023",430.95,432.82,425.73,426.43,414.46,121323000
"Oct 18, 2023",434.19,435.18,429.09,430.21,418.14,93559800
"Oct 17, 2023",432.81,438.14,432.45,436.02,423.78,75324700
"Oct 16, 2023",433.82,437.14,433.57,436.04,423.80,75433200
"Oct 13, 2023",435.21,436.45,429.88,431.50,419.39,95143100
"Oct 12, 2023",436.95,437.34,431.23,433.66,421.49,81154200
"Oct 11, 2023",435.64,436.58,433.18,436.32,424.07,62451700
"Oct 10, 2023",432.94,437.22,432.53,434.54,422.34,78607300
"Oct 9, 2023",427.58,432.88,427.01,432.29,420.16,80374400
"Oct 6, 2023",421.97,431.13,420.60,429.54,417.48,113273300
"Oct 5, 2023",424.36,425.37,421.17,424.50,412.59,70142700
"Oct 4, 2023",422.07,425.43,420.56,424.66,412.74,87453000
"Oct 3, 2023",425.06,427.37,420.18,421.59,409.76,103760600
"Oct 2, 2023",426.62,428.60,424.46,427.31,415.32,83798600
"Sep 29, 2023",431.67,431.85,425.91,427.48,415.48,115111300
"Sep 28, 2023",425.48,430.25,424.87,428.52,416.49,92258300
"Sep 27, 2023",427.09,427.67,422.29,426.05,414.09,104705800
"Sep 26, 2023",429.09,429.82,425.02,425.88,413.93,96168400
"Sep 25, 2023",429.17,432.27,428.72,432.23,420.10,70874500
"Sep 22, 2023",432.45,434.10,429.99,430.42,418.34,100829700
"Sep 21, 2023",435.70,435.97,431.23,431.39,419.28,104095800
"Sep 20, 2023",444.01,444.44,438.43,438.64,426.33,82562600
"Sep 19, 2023",442.68,443.29,439.94,442.71,430.29,66514600
"Sep 18, 2023",443.05,444.97,442.56,443.63,431.18,55752200
"Sep 15, 2023",447.14,447.48,442.92,443.37,430.93,111848900
"Sep 14, 2023",449.07,451.08,447.72,450.36,436.18,83430800
"Sep 13, 2023",446.22,447.71,445.08,446.51,432.45,60199300
"Sep 12, 2023",446.95,448.53,445.39,445.99,431.95,67565400
"Sep 11, 2023",448.24,448.77,446.47,448.45,434.33,60180100
"Sep 8, 2023",444.90,447.11,444.53,445.52,431.49,61659700
"Sep 7, 2023",443.11,445.55,442.75,444.85,430.85,70355400
"Sep 6, 2023",448.40,448.51,443.81,446.22,432.17,70758500
"Sep 5, 2023",450.73,451.06,449.17,449.24,435.10,55166200
"Sep 1, 2023",453.17,453.67,449.68,451.19,436.99,58944100
"Aug 31, 2023",451.65,452.83,450.16,450.35,436.17,66084600
"Aug 30, 2023",449.51,451.67,448.78,451.01,436.81,69053900
"Aug 29, 2023",442.65,449.45,442.46,449.16,435.02,83081900
"Aug 28, 2023",442.24,443.40,439.97,442.76,428.82,61595400
"Aug 25, 2023",438.68,441.30,435.00,439.97,426.12,102325100
"Aug 24, 2023",444.69,445.22,436.86,436.89,423.14,88517300
"Aug 23, 2023",439.25,443.67,439.10,443.03,429.08,68441000
"Aug 22, 2023",441.18,441.18,437.57,438.15,424.36,64994200
"Aug 21, 2023",437.55,440.11,435.32,439.34,425.51,68719000
"Aug 18, 2023",433.37,437.57,433.01,436.50,422.76,98852000
"Aug 17, 2023",441.16,441.43,435.75,436.29,422.55,95711300
"Aug 16, 2023",442.46,444.18,439.53,439.64,425.80,80107200
"Aug 15, 2023",446.27,446.64,442.30,442.89,428.95,75707500
"Aug 14, 2023",444.70,448.11,444.38,448.11,434.00,47867400
"Aug 11, 2023",443.97,446.70,443.35,445.65,431.62,68690900
"Aug 10, 2023",448.19,451.70,444.70,445.91,431.87,93005500
"Aug 9, 2023",449.03,449.20,444.96,445.75,431.72,78789600
"Aug 8, 2023",448.08,450.70,445.27,448.75,434.62,71361300
"Aug 7, 2023",448.71,450.87,447.99,450.71,436.52,58357500
"Aug 4, 2023",450.72,452.90,446.27,446.81,432.74,100128900
"Aug 3, 2023",448.04,450.79,447.37,448.84,434.71,64276100
"Aug 2, 2023",453.25,453.52,449.35,450.13,435.96,93933400
"Aug 1, 2023",456.27,457.25,455.49,456.48,442.11,55291500
"Jul 31, 2023",457.41,458.16,456.05,457.79,443.38,62040400
"Jul 28, 2023",455.88,457.78,452.49,456.92,442.54,80011800
"Jul 27, 2023",459.02,459.44,451.55,452.49,438.24,92194400
"Jul 26, 2023",454.47,456.99,453.38,455.51,441.17,71052900
"Jul 25, 2023",453.92,456.74,453.87,455.44,441.10,55191200
"Jul 24, 2023",453.37,455.04,452.30,454.20,439.90,54023400
"Jul 21, 2023",453.96,454.17,452.17,452.18,437.94,71275600
"Jul 20, 2023",454.17,455.10,451.44,452.18,437.94,70591600
"Jul 19, 2023",455.01,456.43,454.11,455.20,440.87,65891700
"Jul 18, 2023",450.50,454.86,450.05,454.19,439.89,80668200
"Jul 17, 2023",449.13,451.93,449.08,450.84,436.65,52680200
"Jul 14, 2023",450.48,451.36,448.49,449.28,435.14,69815800
"Jul 13, 2023",447.90,450.38,447.45,449.56,435.41,72425200
"Jul 12, 2023",446.39,447.48,444.91,446.02,431.98,91924500
"Jul 11, 2023",440.45,442.97,439.44,442.46,428.53,64463800
"Jul 10, 2023",438.18,439.84,437.59,439.66,425.82,62443500
"Jul 7, 2023",438.63,442.64,438.30,438.55,424.74,86134200
"Jul 6, 2023",439.42,440.10,437.06,439.66,425.82,80658300
"Jul 5, 2023",441.91,443.89,441.90,443.13,429.18,58418400
"Jul 3, 2023",442.92,444.08,442.63,443.79,429.82,32793400
"Jun 30, 2023",441.44,444.30,441.11,443.28,429.32,104964000
"Jun 29, 2023",435.96,438.28,435.54,438.11,424.32,67882300
"Jun 28, 2023",435.05,437.44,434.41,436.39,422.65,75636000
"Jun 27, 2023",432.35,436.81,431.88,436.17,422.44,72813700
"Jun 26, 2023",432.62,434.61,431.19,431.44,417.86,72823600
"Jun 23, 2023",432.93,435.06,432.47,433.21,419.57,92074500
"Jun 22, 2023",433.95,436.62,433.60,436.51,422.77,70637200
"Jun 21, 2023",436.16,436.99,434.33,434.94,421.25,76982300
"Jun 20, 2023",437.45,438.37,435.03,437.18,423.42,76160400
"Jun 16, 2023",443.02,443.61,438.97,439.46,425.63,114165800
"Jun 15, 2023",436.33,443.90,436.23,442.60,427.08,110303100
"Jun 14, 2023",437.01,439.06,433.59,437.18,421.85,100612100
"Jun 13, 2023",435.32,437.33,434.63,436.66,421.35,95899700
"Jun 12, 2023",430.92,433.88,430.17,433.80,418.59,76104300
"Jun 9, 2023",429.96,431.99,428.87,429.90,414.83,85742800
"Jun 8, 2023",426.62,429.60,425.82,429.13,414.08,61952800
"Jun 7, 2023",428.44,429.62,426.11,426.55,411.59,85373300
"Jun 6, 2023",426.67,428.58,425.99,428.03,413.02,64022200
"Jun 5, 2023",428.28,429.62,426.37,427.10,412.12,65460200
"Jun 2, 2023",424.50,428.74,423.95,427.92,412.91,91426200
"Jun 1, 2023",418.09,422.92,416.79,421.82,407.03,88865000
"May 31, 2023",418.28,419.22,416.22,417.85,403.20,110811800
"May 30, 2023",422.03,422.58,418.74,420.18,405.45,72216000
"May 26, 2023",415.33,420.77,415.25,420.02,405.29,93830000
"May 25, 2023",414.74,416.16,412.41,414.65,400.11,90961600
"May 24, 2023",412.42,412.82,409.88,411.09,396.67,89213700
"May 23, 2023",417.08,418.72,413.68,414.09,399.57,86383500
"May 22, 2023",418.64,420.39,417.35,418.79,404.10,60745400
"May 19, 2023",420.17,420.72,417.35,418.62,403.94,103793300
"May 18, 2023",414.90,419.67,414.67,419.23,404.53,97177200
"May 17, 2023",412.35,415.86,410.64,415.23,400.67,87287000
"May 16, 2023",411.86,412.82,410.24,410.25,395.86,57705500
"May 15, 2023",412.22,413.43,410.23,413.01,398.53,54289400
"May 12, 2023",413.42,413.64,409.07,411.59,397.16,70481500
"May 11, 2023",411.95,412.43,409.97,412.13,397.68,70157100
"May 10, 2023",413.88,414.54,408.87,412.85,398.37,96142900
"May 9, 2023",411.13,412.09,410.69,410.93,396.52,49220100
"May 8, 2023",412.97,413.24,411.28,412.74,398.27,50046800
"May 5, 2023",408.91,413.72,408.64,412.63,398.16,87891800
"May 4, 2023",406.93,407.27,403.74,405.13,390.92,94901900
"May 3, 2023",411.36,413.87,407.77,408.02,393.71,91531800
"May 2, 2023",414.77,414.82,407.82,410.84,396.43,103998500
"May 1, 2023",415.47,417.62,415.27,415.51,400.94,62122300
"Apr 28, 2023",411.49,415.94,411.43,415.93,401.35,89433100
"Apr 27, 2023",407.00,412.69,406.74,412.41,397.95,92968400
"Apr 26, 2023",406.72,407.84,403.78,404.36,390.18,80447000
"Apr 25, 2023",410.58,411.16,406.02,406.08,391.84,97766700
"Apr 24, 2023",411.99,413.07,410.60,412.63,398.16,64332100
"Apr 21, 2023",412.19,412.68,410.17,412.20,397.75,73457400
"Apr 20, 2023",411.21,413.70,410.27,411.88,397.44,75840400
"Apr 19, 2023",412.22,415.08,412.16,414.14,399.62,55227300
"Apr 18, 2023",415.58,415.72,412.78,414.21,399.69,63560000
"Apr 17, 2023",412.37,413.96,411.09,413.94,399.42,66436400
"Apr 14, 2023",412.81,415.09,410.06,412.46,398.00,78161500
"Apr 13, 2023",409.18,413.84,407.99,413.47,398.97,85814800
"Apr 12, 2023",411.87,412.17,407.44,408.05,393.74,86420400
"Apr 11, 2023",410.26,411.18,408.92,409.72,395.35,59297900
"Apr 10, 2023",406.61,409.69,405.97,409.61,395.25,63681000
"Apr 6, 2023",406.77,409.48,405.68,409.19,394.84,63743300
"Apr 5, 2023",407.91,408.70,405.88,407.60,393.31,65200200
"Apr 4, 2023",411.62,411.92,407.24,408.67,394.34,66601500
"Apr 3, 2023",408.85,411.37,408.44,410.95,396.54,67391100
"Mar 31, 2023",404.66,409.70,404.55,409.39,395.03,112062600
"Mar 30, 2023",404.09,404.35,401.76,403.70,389.54,69840000
"Mar 29, 2023",399.93,401.60,398.68,401.35,387.28,77497900
"Mar 28, 2023",395.77,396.49,393.69,395.60,381.73,62871700
"Mar 27, 2023",398.12,398.92,395.56,396.49,382.59,74010400
"Mar 24, 2023",391.84,395.84,389.40,395.75,381.87,107682400
"Mar 23, 2023",395.09,399.29,390.35,393.17,379.38,119351300
"Mar 22, 2023",398.73,402.49,392.07,392.11,378.36,111746600
"Mar 21, 2023",397.24,399.41,395.58,398.91,384.92,91524200
"Mar 20, 2023",390.80,394.17,390.07,393.74,379.93,93055800
"Mar 17, 2023",393.22,394.40,388.55,389.99,376.31,140553400
"Mar 16, 2023",386.82,396.47,386.29,396.11,380.77,143254200
"Mar 15, 2023",385.89,389.49,383.71,389.28,374.20,172996900
"Mar 14, 2023",390.50,393.45,387.05,391.73,376.56,149752400
"Mar 13, 2023",381.81,390.39,380.65,385.36,370.43,157790000
"Mar 10, 2023",390.99,393.16,384.32,385.91,370.96,189253000
"Mar 9, 2023",399.74,401.48,390.53,391.56,376.39,111945300
"Mar 8, 2023",398.39,399.71,396.59,398.92,383.47,74746600
"Mar 7, 2023",404.42,404.67,397.63,398.27,382.84,108310600
"Mar 6, 2023",405.05,407.45,404.01,404.47,388.80,72795900
"Mar 3, 2023",399.71,404.45,399.03,404.19,388.53,90120000
"Mar 2, 2023",392.68,398.69,392.33,397.81,382.40,85127800
"Mar 1, 2023",395.41,396.69,393.38,394.74,379.45,99706800
"Feb 28, 2023",397.23,399.28,396.15,396.26,380.91,96438600
"Feb 27, 2023",399.87,401.29,396.75,397.73,382.32,80444700
"Feb 24, 2023",395.42,397.25,393.64,396.38,381.03,108194400
"Feb 23, 2023",401.56,402.20,396.25,400.66,385.14,96242400
"Feb 22, 2023",399.52,401.13,397.02,398.54,383.10,83742300
"Feb 21, 2023",403.06,404.16,398.82,399.09,383.63,82655900
"Feb 17, 2023",406.06,407.51,404.05,407.26,391.48,89257800
"Feb 16, 2023",408.79,412.91,408.14,408.28,392.47,76431500
"Feb 15, 2023",410.35,414.06,409.47,413.98,397.94,61555700
"Feb 14, 2023",411.24,415.05,408.51,412.64,396.66,88389300
"Feb 13, 2023",408.72,412.97,408.24,412.83,396.84,64913500
"Feb 10, 2023",405.86,408.44,405.01,408.04,392.23,70769700
"Feb 9, 2023",414.41,414.57,405.81,407.09,391.32,78694900
"Feb 8, 2023",413.13,414.53,409.93,410.65,394.74,76227500
"Feb 7, 2023",408.87,416.49,407.57,415.19,399.11,90990700
"Feb 6, 2023",409.79,411.29,408.10,409.83,393.96,60295300
"Feb 3, 2023",411.59,416.97,411.09,412.35,396.38,94736800
"Feb 2, 2023",414.86,418.31,412.88,416.78,400.64,101654500
"Feb 1, 2023",405.21,413.67,402.35,410.80,394.89,101459200
"Jan 31, 2023",401.13,406.53,400.77,406.48,390.74,86811800
"Jan 30, 2023",402.80,405.13,400.28,400.59,385.07,74202000
"Jan 27, 2023",403.66,408.16,403.44,405.68,389.97,68346200
"Jan 26, 2023",403.13,404.92,400.03,404.75,389.07,72287400
"Jan 25, 2023",395.95,400.70,393.56,400.35,384.84,84800300
"Jan 24, 2023",398.88,401.15,397.64,400.20,384.70,59524900
"Jan 23, 2023",396.72,402.65,395.72,400.63,385.11,84178800
"Jan 20, 2023",390.10,396.04,388.38,395.88,380.55,91806400
"Jan 19, 2023",389.36,391.08,387.26,388.64,373.59,86958900
"Jan 18, 2023",399.01,400.12,391.28,391.49,376.33,99632300
"Jan 17, 2023",398.48,400.23,397.06,397.77,382.36,62677300
"Jan 13, 2023",393.62,399.10,393.34,398.50,383.06,63903900
"Jan 12, 2023",396.67,398.49,392.42,396.96,381.58,90157700
"Jan 11, 2023",392.23,395.60,391.38,395.52,380.20,68881100
"Jan 10, 2023",387.25,390.65,386.27,390.58,375.45,65358100
"Jan 9, 2023",390.37,393.70,387.67,387.86,372.84,73978100
"Jan 6, 2023",382.61,389.25,379.41,388.08,373.05,104189600
"Jan 5, 2023",381.72,381.84,378.76,379.38,364.68,76970500
"Jan 4, 2023",383.18,385.88,380.00,383.76,368.90,85934100
"Jan 3, 2023",384.37,386.43,377.83,380.82,366.07,74850700
"Dec 30, 2022",380.64,382.58,378.43,382.43,367.62,84022200
"Dec 29, 2022",379.63,384.35,379.08,383.44,368.59,66970900
"Dec 28, 2022",381.33,383.39,376.42,376.66,362.07,70911500
"Dec 27, 2022",382.79,383.15,379.65,381.40,366.63,51638200
"Dec 23, 2022",379.65,383.06,378.03,382.91,368.08,59857300
"Dec 22, 2022",383.05,386.21,374.77,380.72,365.97,100120900
"Dec 21, 2022",383.25,387.41,382.69,386.23,371.27,78167400
"Dec 20, 2022",379.23,382.23,377.85,380.54,365.80,74427200
"Dec 19, 2022",383.47,383.82,378.28,380.02,365.30,79878100
"Dec 16, 2022",385.18,386.58,381.04,383.27,368.42,119858000
"Dec 15, 2022",394.30,395.25,387.89,389.63,372.83,117705900
"Dec 14, 2022",401.61,405.50,396.31,399.40,382.17,108111300
"Dec 13, 2022",410.22,410.49,399.07,401.97,384.63,123782500
"Dec 12, 2022",394.11,398.95,393.41,398.95,381.74,75405800
"Dec 9, 2022",394.94,397.62,393.15,393.28,376.32,81447700
"Dec 8, 2022",395.14,397.36,393.27,396.24,379.15,60737900
"Dec 7, 2022",392.94,395.64,391.97,393.16,376.20,65927900
"Dec 6, 2022",399.42,399.99,391.64,393.83,376.84,77972200
"Dec 5, 2022",403.95,404.93,398.17,399.59,382.36,77289800
"Dec 2, 2022",402.25,407.86,402.14,406.91,389.36,85342700
"Dec 1, 2022",408.77,410.00,404.75,407.38,389.81,76398200
"Nov 30, 2022",395.49,407.68,393.48,407.68,390.10,144566700
"Nov 29, 2022",396.05,397.30,393.30,395.23,378.18,52310000
"Nov 28, 2022",399.09,400.81,395.11,395.91,378.83,67881600
"Nov 25, 2022",401.83,402.91,401.54,402.33,384.98,30545400
"Nov 23, 2022",399.55,402.93,399.31,402.42,385.06,68261600
"Nov 22, 2022",396.63,400.07,395.15,399.90,382.65,60429000
"Nov 21, 2022",394.64,395.82,392.66,394.59,377.57,51243200
"Nov 18, 2022",397.74,397.81,393.04,396.03,378.95,92922500
"Nov 17, 2022",390.46,394.95,390.14,394.24,377.24,74496300
"Nov 16, 2022",396.78,397.78,394.79,395.45,378.39,68508500
"Nov 15, 2022",401.15,402.31,394.49,398.49,381.30,93194500
"Nov 14, 2022",396.66,400.18,394.83,395.12,378.08,71903500
"Nov 11, 2022",395.59,399.35,393.61,398.51,381.32,93839900
"Nov 10, 2022",388.05,395.04,385.64,394.69,377.67,141455800
"Nov 9, 2022",379.93,381.14,373.61,374.13,357.99,78495500
"Nov 8, 2022",381.11,385.12,377.72,382.00,365.52,84641100
"Nov 7, 2022",377.71,380.57,375.53,379.95,363.56,68286900
"Nov 4, 2022",377.00,378.87,370.00,376.35,360.12,103505200
