date,open,high,low,close,adjclose,volume
"Feb 13, 2025",604.48,609.94,603.20,609.73,602.65,40921300
"Feb 12, 2025",599.20,604.55,598.51,603.36,596.36,45076100
"Feb 11, 2025",602.55,605.86,602.43,605.31,598.28,30056700
"Feb 10, 2025",604.03,605.50,602.74,604.85,597.83,26048700
"Feb 7, 2025",606.89,608.13,600.05,600.77,593.80,50788500
"Feb 6, 2025",605.99,606.45,602.63,606.32,599.28,35771500
"Feb 5, 2025",600.64,604.37,598.58,604.22,597.21,30653100
"Feb 4, 2025",597.83,602.30,597.28,601.78,594.80,33457800
"Feb 3, 2025",592.67,600.29,590.49,597.77,590.83,65857200
"Jan 31, 2025",607.50,609.96,601.05,601.82,594.83,66566900
"Jan 30, 2025",603.96,606.60,600.72,605.04,598.02,39281300
"Jan 29, 2025",603.72,604.13,599.22,601.81,594.82,37177400
"Jan 28, 2025",600.62,605.37,597.25,604.52,597.50,44433300
"Jan 27, 2025",594.81,599.69,594.64,599.37,592.41,70361100
"Jan 24, 2025",609.81,610.78,606.80,607.97,600.91,34604700
"Jan 23, 2025",605.80,609.75,605.52,609.75,602.67,41152100
"Jan 22, 2025",605.92,607.82,605.36,606.44,599.40,48196000
"Jan 21, 2025",600.67,603.06,598.67,603.05,596.05,42532900
"Jan 17, 2025",596.96,599.36,595.61,597.58,590.64,58070600
"Jan 16, 2025",594.17,594.35,590.93,591.64,584.77,43319700
"Jan 15, 2025",590.33,593.94,589.20,592.78,585.90,56900200
"Jan 14, 2025",584.36,585.00,578.35,582.19,575.43,48420600
"Jan 13, 2025",575.77,581.75,575.35,581.39,574.64,47910100
"Jan 10, 2025",585.88,585.95,578.55,580.49,573.75,73105000
"Jan 8, 2025",588.70,590.58,585.20,589.49,582.65,47304700
"Jan 7, 2025",597.42,597.75,586.78,588.63,581.80,60393100
"Jan 6, 2025",596.27,599.70,593.60,595.36,588.45,47679400
"Jan 3, 2025",587.53,592.60,586.43,591.95,585.08,37888500
"Jan 2, 2025",589.39,591.13,580.50,584.64,577.85,50204000
"Dec 31, 2024",589.91,590.64,584.42,586.08,579.28,57052700
"Dec 30, 2024",587.89,591.74,584.41,588.22,581.39,56578800
"Dec 27, 2024",597.54,597.78,590.76,595.01,588.10,64969300
"Dec 26, 2024",599.50,602.48,598.08,601.34,594.36,41219100
"Dec 24, 2024",596.06,601.34,595.47,601.30,594.32,33160100
"Dec 23, 2024",590.89,595.30,587.66,594.69,587.79,57635800
"Dec 20, 2024",581.77,595.75,580.91,591.15,584.29,125716700
"Dec 19, 2024",591.36,593.00,585.85,586.10,577.35,85919500
"Dec 18, 2024",603.98,606.41,585.89,586.28,577.53,108248700
"Dec 17, 2024",604.19,605.17,602.89,604.29,595.27,55773500
"Dec 16, 2024",606.00,607.78,605.21,606.79,597.74,43695200
"Dec 13, 2024",606.40,607.13,602.81,604.21,595.19,35904700
"Dec 12, 2024",606.58,607.16,604.33,604.33,595.31,31543800
"Dec 11, 2024",605.78,608.43,605.50,607.46,598.40,28677700
"Dec 10, 2024",605.37,605.80,602.13,602.80,593.80,37234500
"Dec 9, 2024",607.69,607.86,604.08,604.68,595.66,34742700
"Dec 6, 2024",607.44,609.07,607.02,607.81,598.74,31241500
"Dec 5, 2024",607.66,608.48,606.30,606.66,597.61,28762200
"Dec 4, 2024",605.63,607.91,604.95,607.66,598.59,42787600
"Dec 3, 2024",603.39,604.16,602.34,603.91,594.90,26906600
"Dec 2, 2024",602.97,604.32,602.47,603.63,594.62,31746000
"Nov 29, 2024",599.66,603.35,599.38,602.55,593.56,30177400
"Nov 27, 2024",600.46,600.85,597.28,598.83,589.89,34000200
"Nov 26, 2024",598.80,601.33,598.07,600.65,591.69,45621300
"Nov 25, 2024",599.52,600.86,595.20,597.53,588.61,42441400
"Nov 22, 2024",593.66,596.15,593.15,595.51,586.62,38226400
"Nov 21, 2024",593.40,595.12,587.45,593.67,584.81,46750300
"Nov 20, 2024",590.38,590.79,584.63,590.50,581.69,50032600
"Nov 19, 2024",584.71,591.04,584.03,590.30,581.49,49412000
"Nov 18, 2024",586.22,589.49,585.34,588.15,579.37,37001700
"Nov 15, 2024",589.72,590.20,583.86,585.75,577.01,75988800
"Nov 14, 2024",597.32,597.81,592.65,593.35,584.50,38904100
"Nov 13, 2024",597.37,599.23,594.96,597.19,588.28,47388600
"Nov 12, 2024",598.68,599.29,594.37,596.90,587.99,43006100
"Nov 11, 2024",599.81,600.17,597.00,598.76,589.83,37586800
"Nov 8, 2024",596.17,599.64,596.17,598.19,589.26,46444900
"Nov 7, 2024",593.08,596.65,593.00,595.61,586.72,47233200
"Nov 6, 2024",589.20,591.93,585.39,591.04,582.22,68182000
"Nov 5, 2024",570.74,576.74,570.52,576.70,568.09,39478300
"Nov 4, 2024",571.18,572.50,567.89,569.81,561.31,38217000
"Nov 1, 2024",571.32,575.55,570.62,571.04,562.52,45667500
"Oct 31, 2024",575.56,575.63,568.44,568.64,560.15,60182500
"Oct 30, 2024",581.29,583.32,579.29,580.01,571.35,41435800
"Oct 29, 2024",579.85,582.91,578.43,581.77,573.09,42899700
"Oct 28, 2024",582.58,582.71,580.52,580.83,572.16,30174700
"Oct 25, 2024",581.51,584.46,578.08,579.04,570.40,47268200
"Oct 24, 2024",579.98,580.06,576.57,579.24,570.60,34979900
"Oct 23, 2024",581.26,581.71,574.42,577.99,569.36,49314600
"Oct 22, 2024",581.05,584.50,580.38,583.32,574.62,34183800
"Oct 21, 2024",583.85,584.85,580.60,583.63,574.92,36439000
"Oct 18, 2024",584.07,585.39,582.58,584.59,575.87,37416800
"Oct 17, 2024",585.91,586.12,582.16,582.35,573.66,34393700
"Oct 16, 2024",579.78,582.83,578.96,582.30,573.61,30725400
"Oct 15, 2024",584.59,584.90,578.54,579.78,571.13,54203600
"Oct 14, 2024",581.22,585.27,580.73,584.32,575.60,36217200
"Oct 11, 2024",576.05,580.33,575.91,579.58,570.93,42268000
"Oct 10, 2024",575.77,577.58,574.49,576.13,567.53,44138100
"Oct 9, 2024",573.16,577.71,572.55,577.14,568.53,37912200
"Oct 8, 2024",570.42,573.78,569.53,573.17,564.62,37398700
"Oct 7, 2024",571.30,571.96,566.63,567.80,559.33,49964700
"Oct 4, 2024",572.35,573.36,568.10,572.98,564.43,42939100
"Oct 3, 2024",567.36,569.80,565.49,567.82,559.35,40846500
"Oct 2, 2024",567.71,569.90,565.27,568.86,560.37,38097800
"Oct 1, 2024",573.40,574.06,566.00,568.62,560.13,72668800
"Sep 30, 2024",570.42,574.38,568.08,573.76,565.20,63557400
"Sep 27, 2024",573.39,574.22,570.42,571.47,562.94,42100900
"Sep 26, 2024",574.38,574.71,569.90,572.30,563.76,48336000
"Sep 25, 2024",571.14,571.89,568.91,570.04,561.53,38428600
"Sep 24, 2024",570.48,571.36,567.60,571.30,562.77,46805700
"Sep 23, 2024",569.34,570.33,568.10,569.67,561.17,44116900
"Sep 20, 2024",567.84,569.31,565.17,568.25,559.77,77503100
"Sep 19, 2024",571.01,572.88,568.08,570.98,560.74,75315500
"Sep 18, 2024",563.74,568.69,560.83,561.40,551.33,59044900
"Sep 17, 2024",565.10,566.58,560.79,563.07,552.97,49321000
"Sep 16, 2024",561.74,563.11,559.90,562.84,552.75,36656100
"Sep 13, 2024",559.71,563.03,559.45,562.01,551.93,39310500
"Sep 12, 2024",555.01,559.40,552.74,559.09,549.06,51819600
"Sep 11, 2024",548.70,555.36,539.96,554.42,544.48,75248600
"Sep 10, 2024",548.36,549.15,543.38,548.79,538.95,36394600
"Sep 9, 2024",544.65,547.71,542.68,546.41,536.61,40445800
"Sep 6, 2024",549.94,551.60,539.44,540.36,530.67,68493800
"Sep 5, 2024",550.89,553.80,547.10,549.61,539.75,44264300
"Sep 4, 2024",550.20,554.43,549.46,550.95,541.07,47224900
"Sep 3, 2024",560.47,560.81,549.51,552.08,542.18,60600100
"Aug 30, 2024",560.77,564.20,557.14,563.68,553.57,62700100
"Aug 29, 2024",560.31,563.68,557.18,558.35,548.34,38715200
"Aug 28, 2024",561.21,561.65,555.04,558.30,548.29,41066000
"Aug 27, 2024",559.49,562.06,558.32,561.56,551.49,32693900
"Aug 26, 2024",563.18,563.91,559.05,560.79,550.73,35788600
"Aug 23, 2024",559.53,563.09,557.29,562.13,552.05,50639400
"Aug 22, 2024",562.56,563.18,554.98,556.22,546.24,56121500
"Aug 21, 2024",559.77,562.11,554.73,560.62,550.57,41514600
"Aug 20, 2024",559.15,560.84,557.33,558.70,548.68,33732300
"Aug 19, 2024",554.73,559.61,553.86,559.61,549.57,39121800
"Aug 16, 2024",551.42,555.02,551.26,554.31,544.37,44430700
"Aug 15, 2024",549.50,553.36,548.88,553.07,543.15,60846800
"Aug 14, 2024",542.85,544.96,540.12,543.75,534.00,42446900
"Aug 13, 2024",536.53,542.28,536.28,542.04,532.32,52333100
"Aug 12, 2024",534.21,535.73,530.95,533.27,523.71,42542100
"Aug 9, 2024",529.81,534.51,528.56,532.99,523.43,45619600
"Aug 8, 2024",523.91,531.29,521.84,530.65,521.13,63276600
"Aug 7, 2024",528.47,531.59,518.05,518.66,509.36,70698300
"Aug 6, 2024",519.22,529.75,517.87,522.15,512.79,84826300
"Aug 5, 2024",511.64,523.58,510.27,517.38,508.10,146267400
"Aug 2, 2024",535.75,536.99,528.60,532.90,523.34,82789100
"Aug 1, 2024",552.57,554.87,539.43,543.01,533.27,76428700
"Jul 31, 2024",548.98,553.50,547.58,550.81,540.93,65663400
"Jul 30, 2024",546.26,547.34,538.52,542.00,532.28,46853600
"Jul 29, 2024",546.02,547.05,542.72,544.76,534.99,39515800
"Jul 26, 2024",542.28,547.19,541.49,544.44,534.68,53763800
"Jul 25, 2024",541.35,547.46,537.45,538.41,528.75,61158300
"Jul 24, 2024",548.86,549.17,540.29,541.23,531.52,74515300
"Jul 23, 2024",554.54,556.74,553.28,553.78,543.85,34439600
"Jul 22, 2024",553.00,555.27,551.02,554.65,544.70,43346700
"Jul 19, 2024",552.42,554.08,547.91,548.99,539.14,65509100
"Jul 18, 2024",558.51,559.52,550.43,552.66,542.75,56270400
"Jul 17, 2024",558.80,560.51,556.61,556.94,546.95,57119000
"Jul 16, 2024",562.87,565.16,562.10,564.86,554.73,36475300
"Jul 15, 2024",562.03,564.84,559.63,561.53,551.46,40584300
"Jul 12, 2024",557.63,563.67,557.15,559.99,549.95,53084400
"Jul 11, 2024",561.44,562.33,555.83,556.48,546.50,53054200
"Jul 10, 2024",557.07,561.67,556.77,561.32,551.25,38701200
"Jul 9, 2024",556.26,557.18,555.52,555.82,545.85,27289700
"Jul 8, 2024",555.44,556.25,554.19,555.28,545.32,36110500
"Jul 5, 2024",551.77,555.05,551.12,554.64,544.69,41488400
"Jul 3, 2024",548.69,551.83,548.65,551.46,541.57,32789900
"Jul 2, 2024",543.70,549.01,543.65,549.01,539.16,40434800
"Jul 1, 2024",545.63,545.88,542.52,545.34,535.56,40297800
"Jun 28, 2024",547.16,550.28,542.95,544.22,534.46,76144500
"Jun 27, 2024",545.37,546.96,544.61,546.37,536.57,35041500
"Jun 26, 2024",543.69,546.24,543.03,545.51,535.73,38550600
"Jun 25, 2024",543.99,545.20,542.44,544.83,535.06,37936200
"Jun 24, 2024",544.33,546.95,542.62,542.74,533.01,45528700
"Jun 21, 2024",544.40,545.65,543.02,544.51,534.74,64338600
"Jun 20, 2024",549.44,550.12,545.18,547.00,535.46,70328200
"Jun 18, 2024",547.16,548.62,546.73,548.49,536.92,41376400
"Jun 17, 2024",542.08,548.53,541.61,547.10,535.56,55839500
"Jun 14, 2024",540.88,542.81,539.85,542.78,531.33,40089900
"Jun 13, 2024",543.15,543.33,539.59,542.45,531.01,44760900
